Cliente,Tipo de Transacao,Valor da Transacao,Valor Anterior a Transacao,Valor Apos a Transacao,Horario da Transacao,Classe
cliente2611AC,PIX,1408.28,10042.56,8634.28,2025-05-01T08:56:28.330209,0
cliente0A21DA,Saque,3850.48,8146.45,4295.97,2022-04-27T06:57:45.359108,0
cliente307CA5,Crédito,1307.88,8388.03,7080.15,2023-11-15T18:18:23.743381,0
cliente2B5E96,Saque,3207.08,11293.98,8086.9,2024-06-13T00:27:39.225386,0
cliente1EE9F6,Crédito,2758.7,7502.35,4743.65,2023-09-10T12:48:36.632106,0
cliente3AA6A2,Débito,3720.25,4149.42,429.17,2022-03-23T18:47:37.500239,1
clienteBDB83D,Crédito,570.33,7863.15,7292.82,2024-11-08T14:46:41.347608,0
clienteCE8228,Débito,437.82,10227.81,9789.99,2022-10-05T07:31:59.459619,0
cliente64C335,Débito,2837.81,7230.94,4393.13,2025-10-04T16:08:33.572095,0
clienteA890B5,Crédito,1319.39,2550.7,1231.31,2023-10-04T02:59:10.407620,0
clienteD65F5A,PIX,3382.24,11832.08,8449.84,2024-09-04T07:55:34.398629,0
cliente2BFF0E,Saque,2328.81,10901.55,8572.74,2024-08-04T19:01:20.529861,0
cliente4AF994,Débito,768.35,8800.41,8032.06,2023-04-24T18:06:06.421284,0
cliente51AC3E,PIX,2002.91,9899.11,7896.2,2025-04-01T04:08:37.106872,1
cliente917503,Débito,1672.6,7895.13,6222.53,2024-09-18T09:15:07.630813,0
cliente09559B,PIX,448.91,7535.72,7086.81,2025-11-16T19:24:32.015226,1
cliente22DF42,Crédito,1438.06,4374.31,2936.25,2023-05-07T00:12:36.153730,0
clienteF71A55,PIX,2555.23,9688.74,7133.51,2023-12-29T15:38:11.299744,1
cliente69F576,PIX,1158.48,6027.72,4869.24,2024-08-24T07:51:27.817796,0
clienteB8CD8E,PIX,529.41,10076.42,9547.01,2025-05-01T13:29:07.290099,0
cliente659349,Saque,1436.25,9426.88,7990.63,2024-02-10T15:05:53.193975,0
cliente06A1FA,Débito,4381.55,8558.27,4176.72,2022-07-06T14:27:35.706565,0
clienteD369B6,Débito,3679.67,5535.6,1855.93,2023-09-13T04:26:48.993533,1
cliente8C0AFE,Saque,480.3,3531.29,3050.99,2022-04-24T11:23:06.559843,1
cliente4805C9,Débito,1226.49,8109.18,6882.69,2024-03-10T08:29:13.832651,0
cliente4FB597,Crédito,4272.61,11742.68,7470.07,2025-05-01T14:12:02.025838,0
cliente12A8B7,Débito,3794.12,5799.84,2005.72,2022-12-12T02:37:24.505318,1
cliente1DD561,PIX,3551.75,12404.25,8852.5,2024-02-26T05:37:26.185575,0
cliente43A612,Saque,3698.82,9271.01,5572.19,2024-04-02T10:39:30.091136,0
cliente2704AF,Saque,1052.42,2536.69,1484.27,2024-11-11T20:25:06.622696,0
cliente5B7B03,Crédito,1057.91,2163.19,1105.28,2022-10-16T04:56:24.839935,0
clienteC1C3EE,Débito,4374.41,13267.02,8892.61,2024-01-08T05:04:07.764619,0
cliente0FF52C,Saque,4327.38,11538.44,7211.06,2024-02-04T23:01:58.600095,0
cliente5F45E7,PIX,2345.99,2583.76,237.77,2023-03-23T02:57:10.461901,0
clienteD5C62C,Débito,1602.24,5836.12,4233.88,2025-04-29T02:36:05.004451,0
cliente9DE138,Débito,2303.82,9232.09,6928.27,2025-08-22T10:14:52.375104,0
cliente340173,Crédito,2129.86,10646.66,8516.8,2023-12-16T15:03:52.261009,0
cliente5DCA4C,Crédito,2498.53,7953.87,5455.34,2022-12-14T11:06:00.956470,0
cliente16BD06,Saque,1179.09,8548.38,7369.29,2025-06-04T22:50:44.552301,0
clienteFEFEDE,PIX,4090.02,10247.54,6157.52,2024-07-07T16:19:25.898674,0
cliente8B66B1,Saque,513.94,9188.84,8674.9,2024-07-02T17:57:12.886162,0
cliente0EBA3A,Débito,4339.79,5744.77,1404.98,2025-03-21T20:36:56.766337,0
clienteE9EE5E,Crédito,620.98,10499.27,9878.29,2023-09-23T20:25:17.959214,0
cliente25EBF8,PIX,1504.4,6517.51,5013.11,2024-04-24T00:34:24.561060,0
cliente063F20,Débito,2735.47,4052.57,1317.1,2025-09-07T22:02:40.938167,1
cliente5AF3B9,Débito,3652.11,12080.67,8428.56,2025-08-05T21:59:39.333514,0
clienteD8CC24,Débito,3009.6,7936.78,4927.18,2022-12-02T16:44:07.515652,0
cliente168CDE,Débito,2133.52,9507.84,7374.32,2024-09-08T20:02:20.783092,0
clienteE44F40,Débito,2694.32,6526.43,3832.11,2025-06-11T11:10:10.087374,0
clienteF16685,Crédito,2641.73,5486.67,2844.94,2024-01-09T00:35:05.794971,0
cliente4E8860,Débito,4600.93,8675.83,4074.9,2024-04-12T23:30:30.003133,1
cliente31E4A3,PIX,4477.94,7203.69,2725.75,2025-12-13T04:28:18.314369,1
cliente2DA8A1,Crédito,11.69,549.96,538.27,2024-04-03T14:37:05.545572,0
cliente0FE999,PIX,4921.92,5695.25,773.33,2022-12-12T04:36:16.907168,0
cliente1F9C00,PIX,1121.03,5958.3,4837.27,2024-07-27T04:31:06.815832,0
cliente85ED1F,Débito,1465.66,5808.42,4342.76,2025-05-03T10:23:19.502605,0
clienteE9D70D,PIX,1581.61,3122.8,1541.19,2024-08-15T16:58:28.080828,1
cliente96A65C,Débito,3124.72,5934.99,2810.27,2022-10-03T20:52:35.256838,1
cliente88BF8F,Débito,2643.03,10469.76,7826.73,2022-05-26T11:16:10.245041,0
clienteA69C80,PIX,2004.75,10160.96,8156.21,2023-09-09T16:09:40.136380,0
clienteF474A0,PIX,453.56,2631.06,2177.5,2023-02-27T11:36:44.329636,0
clienteFCC0C8,Crédito,846.4,5118.75,4272.35,2024-11-07T11:09:04.798034,0
clienteA1A271,Crédito,2654.04,7014.52,4360.48,2024-12-14T13:55:49.857094,0
cliente9AB421,Débito,818.23,9206.53,8388.3,2025-09-21T04:03:39.048983,0
cliente29C9EE,Crédito,1124.19,3921.31,2797.12,2025-06-08T13:51:47.777513,0
cliente98BC81,Saque,4992.23,6721.49,1729.26,2023-07-18T14:09:50.581144,0
clienteF731FD,Saque,893.37,1912.1,1018.73,2023-08-26T15:29:01.601178,0
cliente0423ED,Crédito,3849.31,12442.54,8593.23,2024-10-02T12:20:01.547236,1
clienteCE0E2A,Débito,3401.41,12404.19,9002.78,2024-02-03T00:09:47.071297,1
cliente32F920,Débito,4958.65,8951.24,3992.59,2022-07-29T13:47:48.068008,0
clienteC8504D,Crédito,1398.17,9645.22,8247.05,2025-07-10T02:14:02.727598,1
clienteF3A0D3,PIX,913.13,1526.29,613.16,2024-04-03T05:03:03.098539,0
cliente91A174,Saque,1445.2,2871.78,1426.58,2022-11-20T20:28:26.453592,0
clienteE71768,PIX,3932.81,4484.69,551.88,2022-10-16T20:05:34.951673,0
cliente47502C,PIX,729.47,5096.83,4367.36,2024-09-15T21:25:01.988109,0
clienteB30C0A,Débito,4922.34,12378.49,7456.15,2024-01-29T03:09:36.636347,1
cliente39FD2C,Débito,3651.45,7587.42,3935.97,2024-03-11T08:48:42.390012,0
cliente6D9FA9,Débito,4084.89,10053.71,5968.82,2023-07-29T05:46:31.866788,0
cliente28CA42,Débito,1125.4,7849.19,6723.79,2022-01-04T15:34:38.769589,0
clienteE5C66A,Saque,1983.48,7413.09,5429.61,2023-12-05T13:58:28.229524,0
cliente5794E5,PIX,2971.61,12680.72,9709.11,2024-08-27T22:28:29.508971,0
cliente0E570E,Débito,3583.91,9173.0,5589.09,2022-06-03T12:33:45.290332,0
cliente3E449E,Crédito,1288.13,7333.55,6045.42,2025-04-09T02:47:02.181400,0
clienteB8ED92,PIX,1389.4,2893.85,1504.45,2023-03-14T12:45:30.847894,0
cliente9B47B7,PIX,3050.98,4781.58,1730.6,2023-01-24T20:19:13.357615,0
clienteC86A51,Débito,2749.71,9181.04,6431.33,2022-09-19T06:26:22.882941,0
cliente0E1236,Crédito,2382.77,9045.71,6662.94,2024-02-10T12:02:00.317873,0
clienteC351EB,Saque,2650.97,11797.3,9146.33,2024-01-20T07:52:21.632897,1
cliente9A4AC2,Saque,3588.51,7954.91,4366.4,2025-12-28T01:39:22.908886,0
cliente86933A,PIX,2070.65,2508.95,438.3,2025-01-27T07:46:21.172241,0
cliente8D998F,PIX,4848.15,9635.34,4787.19,2025-01-30T01:18:03.236310,1
cliente0E2A9C,Crédito,2876.3,11766.0,8889.7,2025-08-22T04:09:34.964795,0
cliente80E80B,Saque,1283.17,7221.63,5938.46,2024-09-20T06:00:39.981725,0
clienteCF6F02,Saque,2152.17,9428.69,7276.52,2025-06-19T00:58:47.747345,0
cliente3E21D0,Débito,1468.27,3489.87,2021.6,2023-09-14T08:14:37.114738,0
clienteBF0A70,PIX,1985.91,9129.12,7143.21,2023-11-04T10:48:58.903854,0
clienteB05902,Crédito,3725.17,3803.18,78.01,2023-02-08T06:32:46.130594,0
clienteD06CCF,PIX,2499.07,3266.36,767.29,2024-12-14T09:24:53.015734,0
cliente29EECC,Crédito,964.72,5643.2,4678.48,2024-01-29T19:38:30.216788,0
cliente7DE480,Débito,1088.16,10802.3,9714.14,2024-09-26T19:48:51.844990,0
clienteA536F2,Saque,1309.35,7556.6,6247.25,2024-05-05T04:17:34.989149,0
clienteDB1BA0,Crédito,265.7,6483.92,6218.22,2022-05-08T14:40:15.384707,0
cliente132A35,PIX,465.14,4507.86,4042.72,2025-05-07T17:44:53.311719,0
cliente9CEE2C,Saque,733.48,9870.4,9136.92,2022-07-02T12:09:28.511870,0
clienteABD89C,Saque,315.55,7783.38,7467.83,2024-05-09T17:23:29.719962,0
clienteE2081C,PIX,1602.14,9853.25,8251.11,2023-04-15T04:44:43.907053,0
cliente07DE40,Débito,4117.92,9353.52,5235.6,2025-02-27T04:20:51.966863,0
clienteBBF05F,Crédito,3102.16,12267.0,9164.84,2022-11-23T03:37:31.403759,0
cliente3EB139,PIX,2006.52,2515.21,508.69,2023-12-03T20:18:41.249666,1
cliente5394B5,PIX,2894.96,7105.3,4210.34,2023-04-29T07:34:48.433779,0
cliente46B3D7,Saque,4921.0,14568.05,9647.05,2024-01-18T11:15:26.882436,0
cliente666E43,Saque,3824.76,9055.64,5230.88,2022-03-10T05:24:26.637496,0
cliente988F34,Débito,2327.51,4922.93,2595.42,2025-09-25T06:38:55.244221,0
clienteC57CA6,PIX,1713.53,2780.13,1066.6,2023-07-31T14:06:56.582263,0
cliente99D229,Crédito,2188.9,7705.98,5517.08,2022-08-21T04:15:37.274323,0
cliente7ABE2A,Crédito,1460.06,3299.73,1839.67,2025-10-29T10:12:34.671100,0
cliente5E4E50,Débito,4755.14,10936.23,6181.09,2025-07-24T13:15:01.529174,0
cliente7A2E0B,Crédito,3747.14,11259.18,7512.04,2024-02-20T17:32:59.921674,0
cliente137194,Débito,646.04,1849.05,1203.01,2023-12-16T05:51:58.436083,0
clienteAA1BB7,PIX,4886.18,7697.58,2811.4,2022-07-08T13:42:23.343674,0
cliente0FFF0D,PIX,1914.57,5417.65,3503.08,2023-05-16T12:22:35.534227,1
clienteD05C27,Débito,3869.05,4621.91,752.86,2025-07-21T12:39:36.564702,0
cliente69A2C8,PIX,77.67,2782.92,2705.25,2022-10-08T01:12:41.286409,0
cliente421739,Débito,1691.73,7886.47,6194.74,2023-06-06T11:46:04.946048,0
cliente1BCAAA,PIX,2614.82,3219.09,604.27,2022-08-06T17:43:53.186382,0
cliente9A7533,PIX,4763.28,11638.62,6875.34,2022-02-13T05:45:54.045069,0
cliente072423,Crédito,643.85,6524.7,5880.85,2025-11-18T09:04:42.998907,0
clienteEDC92C,Débito,3956.16,5278.54,1322.38,2024-12-06T07:22:33.164186,0
cliente6073F5,Débito,3528.9,7566.98,4038.08,2025-07-01T07:02:36.013684,0
clienteA86F50,Saque,41.22,9469.12,9427.9,2023-10-19T17:13:09.819143,0
cliente4F5057,Saque,460.44,1517.51,1057.07,2023-01-02T14:33:39.817373,0
cliente9E980C,Saque,691.63,6795.4,6103.77,2023-05-17T23:38:32.781691,0
clienteDC9D6D,PIX,2637.67,5637.52,2999.85,2025-06-13T23:17:00.219658,1
clienteA493BF,PIX,1534.22,10310.21,8775.99,2024-07-13T07:11:35.034985,0
clienteFD6204,Saque,3420.94,5195.58,1774.64,2024-11-23T07:09:23.313608,0
clienteC960A1,Crédito,1750.55,2616.42,865.87,2024-01-01T06:05:14.123523,0
clienteF9C4D4,Débito,4675.53,10336.94,5661.41,2024-09-25T00:21:56.346683,0
clienteCA1C64,Débito,2661.45,11170.69,8509.24,2024-10-16T09:45:01.239443,0
clienteA96909,PIX,2603.92,7505.29,4901.37,2024-11-16T11:50:15.635222,0
cliente487345,Débito,2431.11,9875.52,7444.41,2024-02-17T18:50:10.013000,0
cliente4F4E6C,Saque,1510.05,6062.87,4552.82,2023-05-15T01:43:52.011410,0
clienteAB8A2F,Saque,592.99,6491.72,5898.73,2022-10-26T02:50:20.428315,0
cliente67E784,Crédito,4211.16,4742.79,531.63,2022-11-05T22:17:06.953393,0
cliente231B93,Crédito,1878.54,11632.2,9753.66,2023-07-08T04:05:26.706051,0
cliente66A2F4,PIX,4777.63,10851.71,6074.08,2024-08-09T09:35:39.358647,0
cliente68C56E,PIX,1964.0,7592.95,5628.95,2024-11-28T13:20:49.866444,0
cliente010FE9,Saque,4035.82,8388.76,4352.94,2025-01-03T12:40:12.367250,0
cliente8A3DF5,Saque,4742.29,11137.04,6394.75,2024-01-10T00:45:51.982372,0
cliente8D7D99,Crédito,1928.35,9200.35,7272.0,2023-02-24T04:05:52.031103,0
clienteE23F98,Débito,3131.43,12790.38,9658.95,2025-04-10T05:22:01.601794,0
cliente928A42,PIX,355.07,10004.71,9649.64,2022-12-17T00:38:48.061670,0
cliente175807,Saque,4581.17,12616.22,8035.05,2024-07-12T04:28:57.121761,0
cliente5DE100,PIX,2810.34,3740.7,930.36,2023-06-04T01:04:53.006646,0
clienteC30AE9,Crédito,1743.53,10089.1,8345.57,2024-08-04T17:08:37.182172,0
clienteFF0D98,Débito,3101.43,10565.19,7463.76,2025-03-27T04:17:09.218424,0
cliente29A76F,Saque,4560.48,12969.06,8408.58,2023-12-27T07:54:18.367199,0
cliente3E808E,Saque,386.09,2465.86,2079.77,2022-05-12T08:10:28.348316,0
clienteE7E9E3,PIX,2842.79,9211.32,6368.53,2024-09-26T11:34:14.761302,0
cliente66833F,PIX,3870.39,6207.2,2336.81,2025-03-27T00:44:20.367256,0
cliente3019FA,Crédito,3180.25,8543.24,5362.99,2023-06-26T21:02:38.298961,0
cliente5A79C8,Saque,3443.87,13124.99,9681.12,2023-12-09T11:29:01.598569,0
cliente6A5C0B,Crédito,4759.28,12600.68,7841.4,2024-09-25T18:13:58.433282,1
clienteF7351F,Débito,1911.39,4414.21,2502.82,2024-01-24T14:25:55.255980,0
cliente5B8022,Saque,2486.6,10792.27,8305.67,2023-04-16T16:19:33.709112,1
clienteCEB78D,Crédito,3804.5,11343.58,7539.08,2023-01-25T01:26:05.672413,1
clienteEE0614,Crédito,935.11,2754.8,1819.69,2023-06-23T04:44:16.687967,1
clienteE667CE,Crédito,132.42,8353.05,8220.63,2025-12-19T16:56:19.268216,0
clienteA2F641,PIX,3772.9,3842.55,69.65,2022-03-04T07:45:55.875467,0
clienteF10C1F,PIX,3776.23,10305.68,6529.45,2022-06-09T00:28:44.595655,0
cliente22E5DF,PIX,2845.11,10635.32,7790.21,2023-08-26T03:31:58.292903,0
cliente212E6B,Saque,3113.9,10671.07,7557.17,2022-01-31T06:23:38.660541,0
cliente0BD078,PIX,4235.94,9352.89,5116.95,2022-08-21T20:01:29.922075,0
cliente4BF72F,Saque,323.22,4992.54,4669.32,2024-09-18T14:41:46.895276,0
cliente1654AA,Crédito,4755.7,9079.86,4324.16,2022-01-17T05:50:46.622331,0
cliente2A89DC,PIX,44.68,4597.59,4552.91,2022-11-07T07:17:06.182300,0
cliente6F3935,Saque,861.52,6480.15,5618.63,2025-10-29T19:04:58.775891,0
cliente203DE0,Débito,2696.9,7077.2,4380.3,2024-04-22T12:05:17.980480,0
cliente72E264,PIX,1120.71,4849.46,3728.75,2025-03-15T10:15:26.667642,0
clienteE33C0E,Débito,1044.77,9476.8,8432.03,2024-11-13T23:27:56.722198,0
clienteFB9409,PIX,1483.25,7772.23,6288.98,2023-01-12T05:36:54.255982,0
cliente14DD5C,Débito,411.36,8305.81,7894.45,2024-02-18T17:38:58.363927,0
clienteF512C0,Débito,4084.97,10161.86,6076.89,2022-12-18T09:32:14.295829,0
clienteEBF29B,Débito,1678.47,8304.5,6626.03,2025-03-25T09:48:58.244541,0
cliente6A340A,Crédito,15.39,8224.33,8208.94,2023-12-18T01:32:18.518736,0
clienteD5F2F8,Débito,3543.34,7675.06,4131.72,2023-08-17T18:48:56.271617,0
clienteECA15D,PIX,3810.17,6191.87,2381.7,2022-04-08T11:35:38.869958,0
cliente2B9481,Saque,3501.59,12408.73,8907.14,2022-11-18T10:15:44.822192,0
clienteF1C3F1,Saque,143.3,3866.44,3723.14,2023-04-06T04:59:07.098572,0
cliente4155AA,PIX,1042.13,9284.89,8242.76,2025-06-21T08:00:13.951725,0
cliente71CB82,Crédito,2795.91,3776.61,980.7,2025-03-20T14:03:09.275736,0
cliente80D715,PIX,2774.59,11752.04,8977.45,2023-08-16T07:37:24.087881,0
cliente4C974A,Saque,4934.67,12520.3,7585.63,2024-11-03T11:48:59.871489,0
clienteFB0D5B,Débito,1164.04,4349.31,3185.27,2025-01-24T07:26:42.272831,0
clienteD27015,Débito,4815.39,6528.75,1713.36,2024-10-26T02:15:07.218282,0
cliente9248F7,Crédito,1752.0,9813.8,8061.8,2022-01-19T15:50:38.781703,0
clienteD6AE4C,Débito,4780.92,14004.42,9223.5,2025-07-14T10:46:14.399851,0
clienteB360D3,Saque,3353.08,6297.71,2944.63,2023-01-24T22:16:19.136751,0
clienteE2B67C,Débito,2488.19,8843.29,6355.1,2025-10-25T15:10:44.059173,0
cliente5234F0,Crédito,269.27,2769.11,2499.84,2024-11-14T17:57:07.966681,0
cliente4861E0,Crédito,4599.19,6748.89,2149.7,2025-12-11T21:15:30.142872,0
clienteFE3BF3,Débito,2640.39,4159.02,1518.63,2022-09-23T10:58:07.106144,0
cliente8F6B5E,Débito,4385.87,6991.27,2605.4,2025-04-15T17:54:31.773706,0
cliente007A91,Crédito,273.76,5980.8,5707.04,2024-01-24T08:52:35.936713,0
cliente2EAF80,PIX,3136.31,8329.67,5193.36,2024-05-05T15:18:35.665747,0
cliente0B0624,Saque,3607.14,6684.73,3077.59,2022-07-11T22:17:14.606538,0
cliente30FCC7,Débito,3024.31,12966.4,9942.09,2023-12-29T21:24:40.882014,1
clienteD0AA5C,Saque,188.38,6054.66,5866.28,2023-05-16T13:10:20.517666,0
cliente69D90A,Crédito,2298.41,11827.26,9528.85,2022-03-06T00:41:31.587053,0
clienteE65CC1,Débito,4514.68,5418.21,903.53,2024-01-11T07:34:47.756394,0
cliente476F0B,Crédito,2725.32,10824.79,8099.47,2023-05-31T06:08:52.890394,0
clienteE8D848,Débito,1810.62,10157.18,8346.56,2022-05-09T19:15:15.162435,0
cliente59275D,Saque,1576.01,6805.9,5229.89,2022-09-15T01:11:28.558317,1
clienteCE94EB,PIX,4308.43,13633.95,9325.52,2025-01-21T03:52:50.747341,0
cliente8A3E8E,PIX,4785.87,10254.98,5469.11,2024-03-06T08:18:31.281400,0
cliente5D587D,Débito,2889.93,9235.43,6345.5,2024-07-30T02:39:38.154904,1
cliente0F48E4,Crédito,2396.22,10183.16,7786.94,2025-03-27T06:18:06.392467,1
cliente8B27E6,Saque,3845.37,12939.91,9094.54,2023-11-05T11:23:12.375327,0
cliente79D399,Saque,2888.66,5735.37,2846.71,2022-09-08T22:44:24.416823,0
cliente321D09,PIX,3769.27,10825.08,7055.81,2024-10-29T00:19:07.503931,1
clienteE87B46,Saque,3666.6,9190.31,5523.71,2023-12-31T09:53:36.287482,0
cliente3EEA9C,Crédito,4872.33,8275.7,3403.37,2022-05-12T11:25:23.099248,0
cliente480FFA,PIX,4783.18,7904.17,3120.99,2024-06-28T21:29:19.292636,0
cliente34772A,Crédito,2037.31,5455.03,3417.72,2025-11-11T18:28:01.561291,0
cliente7D9928,Crédito,1207.33,7070.42,5863.09,2024-04-20T08:30:58.903994,0
cliente4D62C4,PIX,3452.4,8661.0,5208.6,2023-06-06T03:31:37.865817,1
cliente1E67A9,PIX,1724.5,8869.62,7145.12,2025-12-29T20:37:01.747346,1
cliente0515B6,Saque,62.99,8421.92,8358.93,2023-10-17T16:32:38.003644,1
clienteDF3409,Saque,3594.39,13251.69,9657.3,2022-01-15T15:49:06.450743,0
cliente36554C,Débito,3961.68,11849.65,7887.97,2023-10-07T02:46:21.258024,0
cliente9729FE,Débito,3045.72,10543.48,7497.76,2024-02-03T14:19:32.966788,0
clienteE11C8D,PIX,4615.89,9139.31,4523.42,2023-07-11T10:10:29.895598,0
cliente1FB6C2,Saque,1453.87,4282.64,2828.77,2024-01-27T08:16:21.852723,0
cliente093DEF,Crédito,2420.61,9022.59,6601.98,2022-09-15T08:30:48.432097,0
cliente64B4D3,PIX,1500.91,2822.06,1321.15,2024-02-25T08:25:46.268487,0
clienteA28A7B,PIX,3407.5,6719.77,3312.27,2024-08-07T01:15:09.719360,1
cliente5749BB,Crédito,2824.15,5755.01,2930.86,2022-05-05T08:06:11.225743,0
clienteFF3563,Crédito,4457.0,8089.27,3632.27,2023-05-29T22:13:30.926145,0
cliente50D896,PIX,4680.33,9266.61,4586.28,2024-11-14T19:55:44.708559,0
cliente595D02,PIX,1501.8,7148.14,5646.34,2025-02-11T02:27:35.419299,0
cliente151444,Débito,191.01,3332.25,3141.24,2023-11-18T16:14:33.948162,0
cliente90D812,Débito,1847.5,3867.8,2020.3,2025-09-10T20:46:49.326335,0
cliente483094,Crédito,4890.16,13039.02,8148.86,2025-05-22T10:48:03.536927,0
clienteE9893B,Crédito,4409.33,4633.85,224.52,2025-08-02T05:50:25.054660,0
cliente2AED15,Saque,2635.71,12352.54,9716.83,2024-02-20T18:57:35.499078,0
clienteBE9D5F,Débito,2539.04,12381.61,9842.57,2025-08-17T03:05:37.221717,1
clienteBE60CC,PIX,1290.86,10307.77,9016.91,2022-08-13T20:35:43.810530,0
clienteD51AA0,Débito,2823.8,12375.63,9551.83,2025-09-03T14:20:43.622247,0
clienteFF16E9,Débito,1834.52,6244.4,4409.88,2025-04-04T18:38:15.270828,0
cliente267627,Débito,3081.76,4684.14,1602.38,2024-05-23T02:20:39.412924,0
cliente73DBA0,Crédito,2676.92,11306.37,8629.45,2025-07-28T17:27:09.392370,0
clienteEB374D,Saque,542.83,9500.08,8957.25,2022-05-23T03:03:30.176371,0
cliente05829E,PIX,3529.8,5400.72,1870.92,2022-11-30T08:25:58.630566,0
clienteE32014,Crédito,3788.13,12713.93,8925.8,2024-11-26T12:28:19.654288,0
cliente91D3CE,Saque,3382.28,8535.21,5152.93,2023-02-24T00:22:22.244410,1
clienteF0ECDC,Saque,285.65,1306.89,1021.24,2025-11-12T09:36:19.519057,0
clienteE5FD88,PIX,2637.21,10684.12,8046.91,2024-12-28T06:43:48.428315,0
cliente6E0A04,Débito,279.49,797.91,518.42,2023-01-25T18:33:59.540304,0
clienteEC2E9F,Débito,2786.93,3734.29,947.36,2024-03-26T09:30:45.899882,0
cliente8C4751,Saque,3974.13,5230.68,1256.55,2024-04-30T13:28:43.436005,0
cliente83EB39,Crédito,895.1,2582.64,1687.54,2023-11-19T22:55:13.665214,0
clienteBFDCD4,PIX,1134.3,10869.33,9735.03,2022-05-25T17:04:17.066462,0
cliente9F0C07,PIX,2489.52,7857.12,5367.6,2025-09-03T04:21:17.480261,0
cliente1C2C29,Débito,4819.05,11989.61,7170.56,2024-03-21T00:25:11.217871,0
cliente7C76E5,Débito,4544.27,5743.89,1199.62,2023-12-25T06:59:51.594042,0
clienteAD6E62,PIX,180.99,3743.35,3562.36,2025-02-07T21:47:29.175679,1
cliente69757F,Débito,1757.58,7925.6,6168.02,2024-03-09T11:01:32.699999,0
clienteDC7A1B,PIX,4017.1,4521.11,504.01,2023-11-19T15:56:09.443886,0
cliente3BF625,Débito,1262.11,7908.72,6646.61,2022-09-09T18:50:47.669532,0
cliente047081,Crédito,351.17,681.36,330.19,2025-12-13T12:17:51.016128,0
cliente9A70B5,Saque,4705.19,9289.73,4584.54,2025-03-29T22:36:01.415815,0
clienteA7328C,Débito,1966.72,5808.82,3842.1,2023-10-10T12:59:39.373508,0
clienteF788D5,Saque,2708.49,5218.92,2510.43,2025-04-26T09:22:09.485901,0
clienteE85650,Crédito,3818.4,9031.02,5212.62,2022-07-25T04:53:21.292279,0
cliente346569,PIX,3097.39,10604.05,7506.66,2024-10-13T03:27:38.429108,0
cliente5E4214,Crédito,1950.34,11913.58,9963.24,2024-10-08T10:24:17.505495,0
cliente465C2E,Saque,2398.87,3998.19,1599.32,2022-09-01T04:38:44.357444,0
clienteDBCFEB,Crédito,3125.14,12346.02,9220.88,2025-04-14T16:05:19.379277,0
clienteBB41A5,PIX,1882.89,11415.24,9532.35,2022-06-05T14:34:40.118060,0
cliente6FD100,PIX,2816.15,4507.42,1691.27,2025-01-23T00:01:30.350838,0
cliente6D5C7B,Débito,1508.64,10368.64,8860.0,2024-03-20T04:06:06.329261,0
cliente9EB546,Débito,2844.93,10598.06,7753.13,2024-02-22T09:29:50.980755,0
clienteB0B176,PIX,3948.95,5776.2,1827.25,2022-06-02T13:56:09.473545,0
cliente75D86D,Débito,1704.06,9992.13,8288.07,2024-06-14T12:59:50.162775,0
cliente9AB5C9,PIX,2919.16,7928.3,5009.14,2025-09-09T23:49:55.151002,1
cliente6F898B,Crédito,3711.19,9362.75,5651.56,2023-04-22T04:00:49.374118,0
clienteD8F704,Débito,2277.48,11650.53,9373.05,2022-05-21T16:12:50.883601,0
cliente5AB573,PIX,4908.74,10858.9,5950.16,2024-10-28T15:25:56.441245,1
clienteE3754B,PIX,1484.6,3734.69,2250.09,2022-06-05T19:48:41.288314,0
cliente4D68FF,Saque,2679.68,3324.87,645.19,2025-05-22T01:13:15.991482,0
cliente4A960B,PIX,2640.55,5059.65,2419.1,2022-06-08T16:08:28.309976,0
cliente71EC45,Saque,3592.28,7147.96,3555.68,2022-12-25T17:41:35.789887,0
cliente21BF63,Crédito,2139.66,8901.6,6761.94,2023-01-25T05:58:20.669807,0
clienteD9FBE5,Crédito,1083.04,9832.43,8749.39,2025-11-10T16:12:40.651864,1
cliente984ED7,Débito,3361.3,10542.59,7181.29,2025-03-04T03:15:58.034218,1
clienteAFB939,Débito,2467.59,6096.14,3628.55,2024-03-13T20:41:20.121664,0
cliente6F9B4D,PIX,1035.77,7721.32,6685.55,2022-06-18T05:26:27.057791,0
cliente76A739,Saque,1228.06,8441.94,7213.88,2025-12-09T15:31:52.984468,0
cliente873FD5,Saque,911.06,10853.93,9942.87,2024-05-01T14:23:41.456067,0
clienteDAB255,PIX,1629.8,7869.94,6240.14,2023-06-17T14:52:03.948591,0
clienteFFE014,Saque,4605.47,14432.59,9827.12,2023-06-03T20:49:31.782160,0
cliente51EDC8,Débito,811.0,10545.13,9734.13,2023-05-25T08:10:53.050620,0
clienteFCB74E,PIX,2518.61,5634.12,3115.51,2023-04-29T10:49:40.223489,0
cliente79B8B8,Débito,1002.35,8794.45,7792.1,2025-05-22T21:42:12.868086,0
cliente8A9647,Débito,1244.0,3685.78,2441.78,2025-09-23T11:39:05.168316,0
cliente9AC4D5,PIX,3507.56,11884.79,8377.23,2024-12-30T21:32:45.494191,0
cliente2BA61F,Crédito,1070.08,4049.56,2979.48,2022-07-01T23:26:20.124273,0
cliente58B3C8,Crédito,1348.89,6511.91,5163.02,2023-09-30T11:37:10.951989,0
